"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"LABO","37274_SE",37274,"SE","Northern Region",53.05051,-119.21418,5,1,TRUE,0.7852,0.6459,0.4167,0.8697
"LABO","37274_SW",37274,"SW","Northern Region",53.03564,-119.22895,6,2,TRUE,0.9146,0.5791,0.3484,0.8021
"LABO","38442_NW",38442,"NW","Okanagan Region",51.51999,-122.28978,6,0,FALSE,0.1058,0.3266,0.2105,0.4617
"LABO","38442_SW",38442,"SW","Okanagan Region",51.50238,-122.28992,7,3,TRUE,0.6504,0.3286,0.2105,0.4661
"LABO","42026_NE",42026,"NE","Northern Region",55.85527,-121.65345,3,0,FALSE,0.2705,0.6692,0.4567,0.8738
"LABO","42026_NW",42026,"NW","Northern Region",55.83616,-121.71691,3,1,TRUE,0.8597,0.6175,0.4171,0.8221
"LABO","42026_SE",42026,"SE","Northern Region",55.81797,-121.66405,3,3,TRUE,1,0.647,0.4356,0.8577
"LABO","42026_SW",42026,"SW","Northern Region",55.81131,-121.70131,3,2,TRUE,0.9413,0.6714,0.4722,0.8659
"LABO","47210_NW",47210,"NW","Okanagan Region",49.84159,-119.9783,3,2,TRUE,0.8945,0.3288,0.1406,0.5589
"LABO","47210_SE",47210,"SE","Okanagan Region",49.79638,-119.86985,3,0,FALSE,0.1873,0.3372,0.187,0.5148
"LABO","47210_SW",47210,"SW","Okanagan Region",49.79097,-119.95267,2,0,FALSE,0.2852,0.4092,0.237,0.6196
"LABO","47322_NE",47322,"NE","Northern Region",55.69808,-120.43213,8,3,TRUE,0.8501,0.6034,0.3982,0.8081
"LABO","47322_NW",47322,"NW","Northern Region",55.70016,-120.48989,6,5,TRUE,0.9966,0.5332,0.3482,0.7356
"LABO","47322_SE",47322,"SE","Northern Region",55.64597,-120.40102,5,3,TRUE,0.9357,0.5609,0.3462,0.7855
"LABO","47322_SW",47322,"SW","Northern Region",55.65446,-120.49465,8,4,TRUE,0.7684,0.6061,0.418,0.8103
"LABO","57322_NE",57322,"NE","South Coastal Region",49.09454,-122.09881,7,1,TRUE,0.1738,0.1103,0.0526,0.1884
"LABO","57322_NW",57322,"NW","South Coastal Region",49.07915,-122.16077,7,0,FALSE,0.0243,0.1139,0.0589,0.1855
"LABO","57322_SE",57322,"SE","South Coastal Region",49.0141,-122.09198,7,0,FALSE,0.0198,0.0669,0.0252,0.1267
"LABO","57322_SW",57322,"SW","South Coastal Region",49.01663,-122.15131,7,0,FALSE,0.027,0.0906,0.0371,0.1718
"LABO","58842_NW",58842,"NW","Northern Region",54.79952,-121.1886,2,1,TRUE,0.5511,0.3263,0.1245,0.7004
"LABO","58842_SE",58842,"SE","Northern Region",54.73781,-121.16052,2,0,FALSE,0.0326,0.4536,0.204,0.7525
"LABO","58842_SW",58842,"SW","Northern Region",54.75716,-121.25541,2,1,TRUE,0.7983,0.4183,0.1732,0.741
