"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"MYCA","73786_NW",73786,"NW","South Coastal Region",49.12334,-123.06198,9,6,TRUE,0.7426,0.8878,0.8162,0.9443
"MYCA","73786_SE",73786,"SE","South Coastal Region",49.12604,-123.00163,9,8,TRUE,0.966,0.844,0.7475,0.9221
"MYCA","73786_SW",73786,"SW","South Coastal Region",49.10823,-123.07992,7,7,TRUE,1,0.9542,0.9,0.9861
"MYCA","77162_NE",77162,"NE","Kootenay Region",50.95478,-118.09975,5,4,TRUE,0.8088,0.2795,0.1528,0.4306
"MYCA","77162_SW",77162,"SW","Kootenay Region",50.886,-118.10586,8,8,TRUE,1,0.8636,0.7977,0.9182
"MYCA","79018_NE",79018,"NE","Kootenay Region",50.2021,-116.91007,8,8,TRUE,1,0.6781,0.5802,0.7718
"MYCA","79018_NW",79018,"NW","Kootenay Region",50.19383,-116.94752,8,8,TRUE,1,0.8415,0.7645,0.9071
"MYCA","79018_SE",79018,"SE","Kootenay Region",50.18723,-116.90419,8,6,TRUE,0.7849,0.7618,0.6431,0.8652
"MYCA","79018_SW",79018,"SW","Kootenay Region",50.17771,-116.95968,7,7,TRUE,1,0.8906,0.8277,0.9386
"MYCA","86074_NE",86074,"NE","South Coastal Region",49.23087,-122.3056,7,2,TRUE,0.2972,0.8991,0.8343,0.9501
"MYCA","86074_NW",86074,"NW","South Coastal Region",49.18442,-122.40331,3,3,TRUE,1,0.9337,0.8882,0.9702
"MYCA","86074_SE",86074,"SE","South Coastal Region",49.16962,-122.3193,4,4,TRUE,1,0.9413,0.8902,0.9769
"MYCA","86074_SW",86074,"SW","South Coastal Region",49.14174,-122.38204,6,4,TRUE,0.8219,0.8962,0.834,0.9488
"MYCA","89962_NE",89962,"NE","Kootenay Region",49.07682,-117.5986,3,3,TRUE,1,0.7765,0.6808,0.8592
"MYCA","89962_SE",89962,"SE","Kootenay Region",49.00974,-117.57236,3,3,TRUE,1,0.8589,0.7794,0.9214
"MYCA","89962_SW",89962,"SW","Kootenay Region",49.0077,-117.63034,3,3,TRUE,1,0.8638,0.774,0.9322
"MYCA","93290_NE",93290,"NE","Okanagan Region",49.44361,-119.56535,6,5,TRUE,0.8656,0.8538,0.7697,0.9192
"MYCA","93290_NW",93290,"NW","Okanagan Region",49.41531,-119.6018,9,9,TRUE,1,0.8752,0.8043,0.9306
"MYCA","93290_SE",93290,"SE","Okanagan Region",49.38433,-119.56165,8,8,TRUE,1,0.9196,0.8568,0.9629
"MYCA","93290_SW",93290,"SW","Okanagan Region",49.37943,-119.59374,9,6,TRUE,0.6854,0.7813,0.6727,0.8739
"MYCA","94522_NW",94522,"NW","Northern Region",53.10732,-131.86467,3,3,TRUE,1,0.6462,0.5034,0.7729
"MYCA","94522_SE",94522,"SE","Northern Region",53.08196,-131.77925,3,2,TRUE,0.7289,0.565,0.4023,0.7141
"MYCA","9466_NE",9466,"NE","Northern Region",57.34435,-125.50932,2,0,FALSE,0.0032,0.3094,0.1962,0.4367
"MYCA","9466_NW",9466,"NW","Northern Region",57.3459,-125.55037,3,0,FALSE,4e-04,0.4015,0.2237,0.5957
"MYCA","9466_SE",9466,"SE","Northern Region",57.31575,-125.49037,3,0,FALSE,0.0021,0.2231,0.1258,0.3351
"MYCA","9466_SW",9466,"SW","Northern Region",57.29483,-125.51474,3,0,FALSE,0.0012,0.253,0.1696,0.3465
"MYCA","986_NE",986,"NE","Northern Region",53.188,-121.30225,8,2,TRUE,0.2542,0.3414,0.1532,0.5633
"MYCA","986_SE",986,"SE","Northern Region",53.1392,-121.2577,6,0,FALSE,0.0091,0.1943,0.0985,0.3243
