"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"EUMA","6202_NE",6202,"NE","South Coastal Region",48.53741,-123.50119,6,0,FALSE,0.0025,0.0181,0.0027,0.0562
"EUMA","6202_NW",6202,"NW","South Coastal Region",48.50788,-123.60088,6,0,FALSE,9e-04,0.0106,0.0016,0.0349
"EUMA","6202_SE",6202,"SE","South Coastal Region",48.48934,-123.5079,4,0,FALSE,0.0016,0.023,0.0035,0.0691
"EUMA","6202_SW",6202,"SW","South Coastal Region",48.48637,-123.54913,7,0,FALSE,5e-04,0.0238,0.0033,0.0746
"EUMA","70250_NW",70250,"NW","Kootenay Region",51.24583,-116.91793,6,0,FALSE,1e-04,0.024,0.0026,0.0848
"EUMA","70250_SW",70250,"SW","Kootenay Region",51.20982,-116.89974,4,0,FALSE,7e-04,0.0191,0.0026,0.0616
"EUMA","73002_NE",73002,"NE","Okanagan Region",50.85067,-121.87219,8,8,TRUE,1,0.5015,0.3004,0.7125
"EUMA","73002_SE",73002,"SE","Okanagan Region",50.82484,-121.86896,9,9,TRUE,1,0.579,0.2943,0.8196
"EUMA","73002_SW",73002,"SW","Okanagan Region",50.80422,-121.87782,9,8,TRUE,0.9654,0.5318,0.3153,0.731
"EUMA","73786_NW",73786,"NW","South Coastal Region",49.12334,-123.06198,9,0,FALSE,7e-04,0.0349,0.0044,0.1114
"EUMA","73786_SE",73786,"SE","South Coastal Region",49.12604,-123.00163,9,0,FALSE,9e-04,0.0324,0.0027,0.1265
"EUMA","73786_SW",73786,"SW","South Coastal Region",49.10823,-123.07992,7,0,FALSE,0.0027,0.0454,0.0029,0.1512
"EUMA","77162_NE",77162,"NE","Kootenay Region",50.95478,-118.09975,5,0,FALSE,0.0023,0.0189,4e-04,0.1045
"EUMA","77162_SW",77162,"SW","Kootenay Region",50.886,-118.10586,8,0,FALSE,0.0038,0.0282,0.0032,0.0958
"EUMA","79018_NE",79018,"NE","Kootenay Region",50.2021,-116.91007,8,0,FALSE,0.002,0.0162,0.0016,0.0608
"EUMA","79018_NW",79018,"NW","Kootenay Region",50.19383,-116.94752,8,0,FALSE,0.0019,0.0256,0.0028,0.0911
"EUMA","79018_SE",79018,"SE","Kootenay Region",50.18723,-116.90419,8,0,FALSE,0.0027,0.014,0.0013,0.0555
"EUMA","79018_SW",79018,"SW","Kootenay Region",50.17771,-116.95968,7,0,FALSE,0.0094,0.024,0.0031,0.0749
"EUMA","86074_NE",86074,"NE","South Coastal Region",49.23087,-122.3056,7,0,FALSE,0.0043,0.014,0.0017,0.0525
"EUMA","86074_NW",86074,"NW","South Coastal Region",49.18442,-122.40331,3,0,FALSE,0.0104,0.0241,0.0035,0.0767
"EUMA","86074_SE",86074,"SE","South Coastal Region",49.16962,-122.3193,4,0,FALSE,0.0193,0.0263,0.0029,0.0866
"EUMA","86074_SW",86074,"SW","South Coastal Region",49.14174,-122.38204,6,0,FALSE,0.0014,0.031,0.0039,0.0956
"EUMA","89962_NE",89962,"NE","Kootenay Region",49.07682,-117.5986,3,0,FALSE,0.0013,0.0261,0.0027,0.0953
"EUMA","89962_SE",89962,"SE","Kootenay Region",49.00974,-117.57236,3,0,FALSE,0.0013,0.0336,0.0036,0.1227
"EUMA","89962_SW",89962,"SW","Kootenay Region",49.0077,-117.63034,3,0,FALSE,0.0012,0.0319,0.0029,0.1224
"EUMA","93290_NE",93290,"NE","Okanagan Region",49.44361,-119.56535,6,1,TRUE,0.247,0.3982,0.2327,0.6145
"EUMA","93290_NW",93290,"NW","Okanagan Region",49.41531,-119.6018,9,2,TRUE,0.4519,0.5544,0.3726,0.7354
"EUMA","93290_SE",93290,"SE","Okanagan Region",49.38433,-119.56165,8,0,FALSE,0.0765,0.4428,0.2209,0.7233
"EUMA","93290_SW",93290,"SW","Okanagan Region",49.37943,-119.59374,9,4,TRUE,0.779,0.5043,0.2941,0.7188
"EUMA","94522_NW",94522,"NW","Northern Region",53.10732,-131.86467,3,0,FALSE,0.0254,0.0279,0.0032,0.0879
"EUMA","94522_SE",94522,"SE","Northern Region",53.08196,-131.77925,3,0,FALSE,0.0205,0.0423,0.0033,0.1616
"EUMA","9466_NE",9466,"NE","Northern Region",57.34435,-125.50932,2,0,FALSE,6e-04,0.0148,0.002,0.0513
"EUMA","9466_NW",9466,"NW","Northern Region",57.3459,-125.55037,3,0,FALSE,0.0014,0.0293,0.0017,0.1016
"EUMA","9466_SE",9466,"SE","Northern Region",57.31575,-125.49037,3,0,FALSE,5e-04,0.0172,0.0014,0.0658
"EUMA","9466_SW",9466,"SW","Northern Region",57.29483,-125.51474,3,0,FALSE,5e-04,0.0134,0.0019,0.0441
"EUMA","986_NE",986,"NE","Northern Region",53.188,-121.30225,8,0,FALSE,0.0022,0.0285,0.0015,0.1018
"EUMA","986_SE",986,"SE","Northern Region",53.1392,-121.2577,6,0,FALSE,9e-04,0.0134,0.0016,0.0462
