"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"MYVO","26170_NE",26170,"NE","Northern Region",53.62052,-132.20883,4,0,FALSE,7e-04,0.7168,0.5401,0.8622
"MYVO","26170_NW",26170,"NW","Northern Region",53.60452,-132.28837,3,1,TRUE,0.3413,0.6688,0.4748,0.8346
"MYVO","26170_SE",26170,"SE","Northern Region",53.58901,-132.17695,4,2,TRUE,0.5078,0.6891,0.5109,0.8404
"MYVO","26170_SW",26170,"SW","Northern Region",53.56895,-132.23042,4,0,FALSE,0.0012,0.6561,0.4726,0.8119
"MYVO","265749_NE",265749,"NE","Okanagan Region",49.15892,-119.03758,6,2,TRUE,0.3979,0.5282,0.4191,0.6365
"MYVO","265749_NW",265749,"NW","Okanagan Region",49.16674,-119.10324,8,7,TRUE,0.8791,0.6864,0.5795,0.782
"MYVO","265749_SE",265749,"SE","Okanagan Region",49.11153,-118.97698,8,6,TRUE,0.783,0.6386,0.5586,0.7185
"MYVO","265749_SW",265749,"SW","Okanagan Region",49.11337,-119.05299,8,4,TRUE,0.5256,0.5842,0.4697,0.6986
"MYVO","268521_NE",268521,"NE","Kootenay Region",49.49916,-115.03962,6,5,TRUE,0.8551,0.793,0.7081,0.8736
"MYVO","268521_NW",268521,"NW","Kootenay Region",49.48855,-115.09812,6,6,TRUE,1,0.7027,0.6144,0.7829
"MYVO","268521_SE",268521,"SE","Kootenay Region",49.44083,-115.05634,7,6,TRUE,0.9281,0.8382,0.7315,0.9275
"MYVO","269777_NW",269777,"NW","Northern Region",57.04083,-122.86281,4,3,TRUE,0.8301,0.7083,0.5107,0.8618
"MYVO","269777_SW",269777,"SW","Northern Region",57.01497,-122.80521,4,2,TRUE,0.7161,0.7592,0.6379,0.8583
"MYVO","271731_SW",271731,"SW","Kootenay Region",51.24146,-117.64962,9,7,TRUE,0.7874,0.727,0.6295,0.8123
